字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,地区
留言对象：河北省石家庄市委书记张超超,石家庄南高营回迁房办证问题,投诉/求助,政务,已办理,2023-08-02 15:15,领导您好，据了解南高营回迁房的业主已经入住7-9年，但是该小区的各项验收均未完成，如消防、质检、环保等，且目前无人推进此事。如长期以此，那我们居民的人身财产安全如何保证？如消防不验收，消防质量是否合格，如发生火灾，消防系统是否能正常运行？其他不验收，是否对居民安全有影响？目前，我们小区居民楼还未安装门禁系统，所有人都可以自由出入，如此，怎样保证安全？,长安区委,2023-08-16 16:31,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府核实，目前项目土地规划手续、住宅楼消防验收手续已基本完成，各楼栋消防系统全部正常运转，居委会正在督促与开发单位沟通，尽快完善相关手续推进办证工作。门禁系统交房时就已安装启用，有个别楼栋因大门敞开时间较长而系统损坏，小区物业进行排查检修。感谢您的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,长安区紫涵樾府临电换正式电受到人员阻挠,投诉/求助,城建,已办理,2023-08-02 14:55,电力局2023年8月2日来紫涵樾府小区换正式电表时，受到人员阻挠，来了20多个无业人员，望有关部门领导彻查原因，还居民一个安全稳定的生活环境，无论什么原因也不能让居民成为受害者，正式电问题是民心所向众望所归,长安区委,2023-08-16 15:50,网民您好，接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府协调，施工顺利进行，小区已于8月9日接通市政电。感谢您的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,购房发票开具难 资金动向成迷幻 多次反映街,投诉/求助,城建,已办理,2023-08-02 13:39,2016年购买石家庄宗源房地产开发有限公司建设的的石家庄市新华区红星街橡嵘湾小区商品房且已与开发商结清全部房款，2019年收房时开发商代税务局征收了业主购房应缴纳的契税及维修基金，但至今未将上述款项上交税务部门，业主也未收到宗源公司开具的发票（购房全款发票、契税发票及维修基金发票）导致无法办理房产证。经部分业主初步统计涉及征收契税以及维修基金的业主户数为100余户，涉及未开票税款及维修基金总额约为200余万元。多次跟开发商沟通索要无果，也多次向赵佗路街道办反映，街道办不积极作为每次以开发商资金链短缺为由搪塞答复业主。《契税法》规定：在新建商品房交易过程中，应由购房人缴纳的契税和住宅专项维修资金，购房人应自行缴纳，房地产开发企业不得代收、代缴。烦请上级部门核实情况，督促新华区税务局及新华区赵佗路街道办尽快解决收缴税款开具发票让业主放心！,新华区委,2023-08-10 16:31,"网民您好，接到留言后，新华区委高度重视，立即安排工作人员调查核实，现将结果回复如下：
经了解，开发商于2019年收取部分业主契税及维修资金，并开具收据。因开发商资金短缺，该小区至今没有竣工验收，导致不能缴纳契税。待竣工验收后，将进行开具购房发票相关事宜。我区将持续关注并督促开发商加快进度。祝您生活愉快。",河北省沧州市新华区
留言对象：河北省石家庄市委书记张超超,桥西鼎嘉府邸小区变臭水沟,投诉/求助,环保,已办理,2023-08-02 12:03,1.四区小区南边有脏水臭水流出，小区物业不管理，不解决，疑似饭店排出，严重影响小区环境，味道难闻。雨天 小区楼道漏水，物业不管不解决。,桥西区委,2023-08-18 11:24,"网民您好，您反映的问题石家庄市桥西区委高度重视，经调查核实，现将情况回复如下：
经桥西区工作人员现场查看，院内已无污水，地面残留污渍已清理完毕。
关于楼道漏水问题，此处设计为开放式，地面有挡水台。由于刮风降雨导致楼道积水，并非楼道漏水。我区工作人员已与您电话联系，感谢您的认可与关注，祝您生活愉快。",河北省石家庄市
留言对象：河北省石家庄市委书记张超超,安联生态城违建小院,投诉/求助,城建,已办理,2023-08-02 10:57,安联生态城雅诗阁违建小院，投诉多次拆不了，下完雨之后成了水坑，有小孩在这玩特别危险,长安区委,2023-08-16 17:39,网民您好！接到留言后，长安区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：辖区镇政府已对雅诗阁违建小院开发单位安联公司出具处罚决定书，按照司法程序诉讼期过后区政府将出具强制执行决定，由镇政府负责执行。感谢您的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,茂润 海棠苑延期交房且交工质量差,投诉/求助,城建,已办理,2023-08-02 10:17,"1.交房问题：延期交房2年多，住建局，鹿泉区政府说7月中旬会再次验收，并没收到任何相关消息
请问 消防验收有没有通过？还有什么没有通过？
2.质量差：楼道，停车库严重漏水
总包公，分包工，开发商监管不到位
请问如何处理？
3.达到正式交房手续，还需要多久？",鹿泉区委,2023-08-15 16:40,"网民您好！接到留言后，鹿泉区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：
经调查，目前该项目正在组织验收，楼道、车库漏水问题已责成开发单位及时维修。工作人员将继续督促开发单位加快工作进度，确保早日交房。
感谢您对我们工作的理解与支持。",河北省石家庄市鹿泉区
留言对象：河北省石家庄市委书记张超超,盛世华府,投诉/求助,城建,已办理,2023-08-01 17:03,2013年购买栾城盛世华府至今未交房，因开发商跑路找不到人，未签订购房合同，只有缴款小票。,栾城区委,2023-08-03 09:41,网民您好！接到留言后，栾城区高度重视，立即安排工作人员进行调查核实，现将结果回复如下：经核实，盛世华府项目已正常交房。关于您向开发企业支付的8万元，因双方未签订购房合同，没有约定房屋单价，待项目清算完成后，将依规处理。关于交付于中间人的11万元，建议您通过司法途径解决。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解和支持！,河北省石家庄市
留言对象：河北省石家庄市委书记张超超,银通小区22-34号楼院老旧小区改造,投诉/求助,城建,已办理,2023-08-01 15:01,"银通小区22-34号楼院（谈固东街与槐中路交口东行100米路北）老旧小区改造，上周雷阵雨大风把楼顶烫房顶的材料都刮开了，差点砸到人和车。前几天的暴雨导致新铺的水泥路坑坑洼洼。还有防盗门没用几个月就坏了。
希望你们重视，谢谢，辛苦了！",裕华区委,2023-08-29 15:11,网民您好！接到留言后，裕华区委高度重视，立即安排工作人员进行调查核实，现将结果回复如下：1、关于您所反映的楼顶防水材料相关问题。经核实了解，该问题为小房房顶防水层破损，裕华区住建局已责令施工单位对该问题进行整改，并于8月17日整改完毕。2、关于您所反映的水泥路面不平整问题。经核实，该问题为水泥路面翻砂所致，裕华区住建局已责令施工单位制定解决方案，尽快整改。3、关于您所反映的防盗门损坏问题。裕华区住建局已责令施工单位对该该小区防盗门逐一核查修缮，目前修缮工作正在进行中。裕华区住建局将持续跟进路面整改和防盗门修缮进度，确保整改工作落实到位，为小区居民提供安逸、舒适的生活环境。工作人员已与您取得联系，解释了相关情况。感谢您对我们工作的理解与支持。,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,石家庄地铁,建言,交通,待回复,2023-09-01 09:18,"希望能够调整石家庄地铁这种广告投放方式，我们在很多场合不是都在说打造“本地人自豪 外地人向往的魅力之城”吗？ 可有的甚至冠名之别的城市别的品牌别的地区的宣传方式（包括但不限于什么丛台酒 衡水老白干 京娘湖度假区）...本地的广告不说了，宣传还不如上述那些。
希望借鉴譬如成都的爱国主义车厢，对于我国近代历史有着鲜明色彩的爱国主义人物，英雄人物，英雄历史，石家庄本就是个魅力之城，红色之城，为什么不能做表率呢？这点在全国也是有着优势。
我们石家庄近年来发展变化很快，本地的文旅品牌也在积极打造靓点，众多旅游文化地点为什么不可以借鉴呢？（圣地西柏坡 锦绣正定城）譬如但不限于这类的也是很优秀的，为什么不用？这两年石家庄城市更新，发展角度来说也是很有宣传色彩吗。6+2+2片区宣传给我们的市民不好吗，具有超前色彩超强眼光的片区图该说不说很棒，但有的人就没看到过，加上宣传给旅游来石家庄，定居来石家庄，投资石家庄的人来看，不正是城市名片吗？ 为什么要宣传周边城市？ 
我们本地优秀企业众多，尤其是近两年来在大力促项目下，我市譬如生物医药 现代食品 商贸物流..包括但不限于很多很多，就算是用，为什么不能用本地企业呢，为什么用那些入眼观感差的呢，宣传石家庄不好吗？？
石家庄轨道交通建设任重道远，本地运营没有超前视野，希望能够打响品牌和文旅互通，互动，rock home town包括但不限于，红色资源 城市名片，优秀企业，不比什么现在这些好吗？",,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,广场舞扰民问题建议,建言,治安,待回复,2023-08-29 23:01,"您好市长，我是生活在栾城区龙威街附近的居民，就噪音扰民的现象，提出一点建议嘛，因长期受到广场舞的困扰，影响正常生活休息。除下雨天外每天到晚上10点，小孩不能得到正常的休息，希望我市能对广场舞做出有效规定，责任到人，如果有问题执法者可以联系到责任人（广场舞的组织者)。因广场舞产生噪音无人负责，所以难治理。
 之前接到投诉后，可以短暂缓解，但过段时间广场舞的音量又肆无忌惮的上去！得不到本质的解决！
 希望我市广场舞扰民现象能得到改善！",,,,河北省石家庄市栾城区
留言对象：河北省石家庄市市长马宇骏,体育北大街与北二环路口交通问题,建言,交通,待回复,2023-08-29 11:14,"1，由于民心河夹在北二环中间，对于体育北大街过二环，需要两个红绿灯，建议优化红绿灯
2，路口东北角，每天大量非机动车（电动自行车）大量等待过路口，严重影响北二环辅路右转，建议在路口增加标志标线，及非机动车等待区域
3，本人也再此发生了一起交通事故，每天通勤也是必经之地，频繁看到交通事故，建议根据交通事故易发程度，优化路口通行
4，东北角现有综合警务站一个，发生交通事故后，才知道是110，建议上下班高峰期交警在此值守，谢谢！",,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,体育北大街与石津干渠交口红绿灯问题,建言,交通,待回复,2023-08-29 09:32,"1，建议增加路面标识标线，提醒非机动车别闯红灯，二环外也不另外
2，路口红绿灯严重被树遮挡，建议把树砍伐，或者更改红绿灯位置，
3，由于此路口非正十字路口，视线严重受阻",,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,老小区改造,建言,城建,待回复,2023-08-23 10:36,"目前桥西区纺器厂宿舍
1、一下雨路面积水过多，
2、现在小区小房还没有通电，目前好多都是自己拉线到小房，也不是很安全。
3、老小区墙体过薄，冬天保温性不是很好，能否改造添加保温层。
4、楼道窗户没有窗户，冬天呼呼大风。
这些问题我看其他小区都在改造，能否关注下我们这边呢。
感谢领导。",,,,河北省石家庄市桥西区
留言对象：河北省石家庄市市长马宇骏,关于鹿泉区永红路旁停车位问题,建言,交通,待回复,2023-08-21 09:54,尊敬的市长您好！感谢您帮我们当地居民处理了停车难得问题，之后没几天，政府工作人员就将永红路一侧从东到西都画上了车位，极大缓解了此路段沿线的居民停车难题，可今年卓越中学沿线路段，今年重修了一下路面，之后画车道线时就没考虑之前存在的车位了，导致安联青年城的居民停车就又些许紧张了，好在卓越中学在建设学校门口两侧时有车位预留场地，并且有相应标线，车停在此处既不影响交通出行，又不收费，倒是能解决当初修路失去的那些车位导致的问题，可交警部门认定这是非法停车，贴条处置，我就想咨询一下这里的车位能不能转为正式免费停车车位。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,石家庄明珠街北新街能否修建跨北二环过街天桥,建言,交通,已办理,2023-08-16 13:14,尊敬的市长，石家庄明珠街北新街本来是一条街，因为北二环截成两段，非机动车及行人往来极不方便，需绕行几公里走红星街或者中华大街，如果能在这里建设一座跨北二环过街天桥能极大的方便群众交通出行，不知这个方案是否可行。恳请领导关注，谢谢。,石家庄市人民政府办公室,2023-08-24 10:59,网友您好！经市城管局调查核实，北二环与红星街交叉口交通优化工程已纳入城建计划，由石家庄市市政建设服务中心负责实施。该项目包含明珠公园跨北二环天桥工程，预计年底完工。感谢您对城市建设的关心，祝您身体健康！生活愉快！,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,关于石铜路三环外石铜路段交通设施优化建言,建言,交通,已办理,2023-08-15 08:20,市长您好，随着石铜路跨线桥的建成，出入市方向车辆增多，石铜路三环外水岸美景小区路段居住人口较多，居民需要横跨石铜路出行和乘坐公交车，此路段只有人行斑马线和警示灯，过往车辆缺乏车让人行车素质，已造成多起事故，小学生过马路更是危险，希望领导再次考察现场优化交通设施，减少人员和事故隐患。,石家庄市人民政府办公室,2023-09-01 16:51,网友您好！针对您反映的问题，市交管局进行了调研，并提出了整改方案，相关情况已与您联系说明。感谢您对城市道路交通发展的关注和支持，祝您身体健康！生活幸福！,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,建议石家庄地铁早班时间改至6:00始发,建言,交通,待回复,2023-08-14 09:52,领导好：石家庄地铁已经运行了好几年了，成为广大市民出行的首选交通工具，据了解河北省周边省会城市地铁运营时间基本是都是早上6:00开始，而石家庄还是6:30始发，建议石家庄地铁早班时间改至6:00始发，这样可以更加方便乘坐早班火车出差的的人群，也方便即将开学的在市区居住的走读学生和教师前往开发区和正定新区上学上班，或者在开发区和正定新区居住的走读学生和教师前往市区上学上班，让石家庄“早”出发！,,,,河北省保定市新区
留言对象：河北省石家庄市市长马宇骏,泰华街和平路口南堵车,建言,交通,已办理,2023-08-09 09:27,泰华街和平路口南行，就是省医院西门，每天在这里掉头转弯的车很多，经常堵车！这个位置以前是有护栏的，但是泰华街修路后就没有了！建议在医院西门的道路上设置道路护栏，避免出现拥挤不堪！,石家庄市人民政府办公室,2023-08-23 16:14,网友您好！为解决泰华街和平路以南堵车的问题，市交管局进行了现场调研，拟在道路中央安装隔离护栏，规范该路段的通行秩序，解决因机动车随意掉头、随意变道等行为造成的道路拥堵。同时，辖区中队将增加该路段的巡逻频次，加大交通违法行为的治理，为市民营造良好的出行环境。感谢您对我们工作的关注和支持，祝您身体健康！生活愉快！,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,龙泉花园东区物业随意动用维修基金,投诉/求助,城建,待回复,2023-09-02 21:24,未经公示即签订施工合同，消防管道更换，原消防设施并未有平时的维护，也未达到使用年限，房子交房最多十几年，平时物业也不会公示收入使用情况，动不动就要动维修基金，鹿泉区上庄镇龙泉花园东区物业涉嫌违法操作，在不公开，不公示，不透明条件私自动用维修基金做消防改造工程在几个月前提前私自暗中定好造价，2023年6月1日就与施工方签订合同，直到8月31才通知广大业主准备动用资金，期望领导们能重视,,,,河北省石家庄市鹿泉区
留言对象：河北省石家庄市市长马宇骏,新华区北苑街道钟强小区改造存在的问题,投诉/求助,城建,待回复,2023-09-02 14:55,"第一，钟西街的路灯安装的是太阳能板的，基本上安装在大树底下而且质量低劣的很，晚上照明效果还不如改造之前的效果好，要求恢复成有原来供电模式，从而达到照明要求。
第二，钟西街的改造干了一半不干了，拆违建后墙皮大量脱落，还五颜六色的，大门口铝材装饰板大量缺损，大量电线随意弄个绳子拉着，晃晃悠悠安全隐患巨大，两个居委会反应多次没有任何答复和解决行动。
第三，钟强花园的改造环境据物业公司说，又是居委会协调负责，现在也是没有人管了，物业公司不管居委会也不管，花园里破败不堪人已经进不去了，杂草丛生臭气熏天，十几米高的松树倒伏在房檐边，差十几厘米就倾倒在花园大门口了，一旦有个风吹草动就可能伤到人。
第四，居委会负责的物业公司，什么也不管，目前钟久路基本上垃圾快堵死。
综上所述，整个钟强小区处在失控状态，居委会和物业公司，没有起到为人民服务的作用，相互推诿扯皮，管理混乱，请领导关注一下。",,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,天然气一直不给安装,投诉/求助,城建,待回复,2023-09-01 19:23,我是石家庄桥西区春天里小区1/120*住户，我们年初就已经交过天然气安装费用，共6200元交给了优*公司韩*财务，现在很多用户都已经通气，我家没有燃气表无法通气。我问了燃气公司，他们查询了结果是天然气表在交房时都有，后来地产公司都把燃气表拆走了。后期收取天价6200元燃气安装费用，现在我们多次找开发商结果是等待下一批安装，时间根本无法确定，我们请求他们把我们交的费用交给天然气公司，人家根本不听，不解决。后来我们请求退给我们安装费6200元，我们自己出钱给燃气公司安装燃气表。他们根本不退钱，也不给我解决燃气表问题，请求政府给解决问题。感谢政府！,,,,河北省石家庄市桥西区
留言对象：河北省石家庄市市长马宇骏,金地阅峯房屋质量问题严重，强行交房,投诉/求助,城建,待回复,2023-08-31 19:57,购买金地阅峯（盛世御城三期）房产，23年8月27日收房，房屋存在严重的质量问题。我家房子在13层，但是窗户渗水，内墙破坏严重。多次找开发商维修，开发区一直拖着，不给解决。我是21年买的房子，花费了毕生积蓄，结果房子质量不过关，开发商又迟迟不给解决，希望市长给老百姓做主，还给市民公正。,,,,河北省廊坊市开发区
留言对象：河北省石家庄市市长马宇骏,拖欠工程款,投诉/求助,政务,待回复,2023-08-31 18:03,"我公司中标2019年赵县煤改电项目，2019年8月签订合同。同年，在西江村销售安装53户。每户缴纳自筹1200元，补助资金11800元。现补助已全额拨付企业，每户缴纳1200元自筹，合计63600元自筹。
 2020年7月，我公司于2020年7月29日开票。但截止本次投诉2023年8月31日，工程款未付款一分。",,,,河北省石家庄市赵县
留言对象：河北省石家庄市市长马宇骏,小学乱收费,投诉/求助,教育,待回复,2023-08-31 17:02,新的学期开始，**小学乱收费，全部年级每生每学期必须交 2500 费用，另外社团课语数外必须选择，其他另选两科艺术课，必须交各科的材料费，合计 1000 元左右，所有收费都是必须交！谁规定的学校想收多钱就收多钱呢？恳请市长为我们老百姓做主！万分感谢,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,尖岭小区问题,投诉/求助,治安,待回复,2023-08-31 14:01,尊敬的领导您好，之前反映的尖岭小区停车以及治安问题，只有小区物业和居委会找我且根本没有解决问题，现在小区南北消防通道门也常开，我们的钥匙扣根本没用了，小区已经完全成了不设防小区，每年还收着物业费和停车费但是没有了任何身份甄别，小区治安堪忧，停车堪忧，矛盾突出，划车偷窃不断。各种私搭乱建开始恢复，各种商业行为开始冒头，那我们的问题无法解决也没人解决，请领导关注！,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,上学被骗,投诉/求助,教育,待回复,2023-08-31 10:49,河北森*公司的李老师以让孩子方*去山东枣庄科技职业学院全日制公办大专上学为由骗走本人（孩子父亲）25000元（贰万五千元）人民币（有转账记录），他给找了个培训机构不是枣庄科技职业学院，孩子不去让他退费他不给退，他找的那个学校我已核实入学条件是高考够150分，就可以办理入学，他却收了我25000元（贰万五千元），这不纯粹是骗人吗。恳求领导给主持公道，追回被骗走的钱,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,荣盛中心无法正常停车,投诉/求助,城建,待回复,2023-08-31 10:01,广安街道荣盛中心延期交房再先，多项设施未达到交房标准就交房，停车场一直未开放，导致业主车辆无处正常停放，给大家带来诸多不便，请领导予以重视，为民做主,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,公寓问题,投诉/求助,城建,待回复,2023-08-31 07:27,领导您好：我儿子在2016年6月份从石家庄中投基业房地产商付首付购买了一套31.多平米的公寓房（位置在胜利大街与中央路交叉口，项目名称“寓墅45”）全款50多万，首付了31万多。今年年后，儿子听说不要房的话可以退款。我于3月4月份三次到桥西东华街道办问退房事宜，相关人员回复“退是可以退，但不给全退，因为房地产商没钱”，我问，是否有5千万的监管资金？回我说，有是有，但没在办事处，在住建局。我问是否有协调结果或协调书，回答没有。随后，我三次给桥西住建局打电话问退费事宜，回我说，住建局一直在督促街道办处理、协调此事。我又打了5、6次市长热线后，桥西政府在4月4号在网上回复；协调结果以出，让我找东华街道办。我在4月19号到街道办要协调结果，相关领导从电脑上打了一份2020年12月20号的会议纪要给我看。在此我要问街道办，1问；我开始要协调结果为什么说没有？2问；桥西政府在网上回复的协调结果肯定不是指那份会议纪要（因为桥西政府回复“寓墅45”退费之事还在协调中），那么，后来街道办是否有新的协调结果？如果有为什么不给我看？7月20号左右，中投法人刘*给我打电话，看我能否先办理退款手续。我过去看了看但没办，内容为，我们的购房款按九折退，剩下的和装修款只给收据（按九折退和收据上都没有日期）。3问；退款协议是否为街道办与中投协调的结果？4、5年光利息也得大几百万吧？别说按九折退，就是全退利息不给，是不是开发商有非法占有我们财产嫌疑？望政府明查。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,众美廊桥四季A区8号楼用水难,投诉/求助,政务,待回复,2023-08-29 11:34,市长您好，我是裕华区众美廊桥四季A区8号楼一单元的业主。每晚8-11点、早晨7-9点家中基本无水可用，每天四五个小时没有供水。对我们居民的生活造成很大的困扰。此状态今年已持续两个月左右。反馈水压已有两年有余。始终得不到积极回复及解决方案。前一段给回复物业在协调动用维修基金，签字已进行了一个月左右，签字率不足六成，不同意动用维修基金五成。如果维修基金无法使用，维修问题更是无限延迟吗？希望市里区里能拿出切实可行的方案，保障民生！,,,,河北省石家庄市裕华区
留言对象：河北省石家庄市市长马宇骏,占用耕地,投诉/求助,城建,待回复,2023-08-28 17:30,灵寿县寨头乡牛庄村在2020年春天清理河道占用我等十余户耕地十余亩，可至今没有给回复地貌。耕地无法种，请领导查证落实。还我公道。,,,,河北省石家庄市灵寿县
留言对象：河北省石家庄市市长马宇骏,办公位置,投诉/求助,城建,待回复,2023-08-28 16:59,投诉农建街居委会入驻只有500人的小区，强行征用500平房屋用于9000人服务。农建街居委会原本的办公地址为临街店铺，本来可以很好的服务与民，他们为了让自己享受良好办公环境，无视旭辉铂宸府全体业主的意愿，威胁物业、强行要入驻一个全封闭高档小区作为办公场所，在没有装修许可证，全体业主亳不知情的情况下进行装修，对于小区居民的生活将形成严重干扰。农建街居委会管理着40栋楼，9000户左右居民，铂宸府小区只有3栋楼，130户左右居民，在居委会管理的范围内占比仅仅1%，居委会现在办公住址在华域城底商，既不影响小区居民正常生活，距离2000户华域城小区居民也更近，为何要舍近求远搬入封闭小区？请政府核实情况,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,工人工资未支付,投诉/求助,城建,待回复,2023-08-28 11:46,正定荣盛宝郡府项目自2020年（主体1/2/3/5/6/8/9＃楼外架）入场至今仍欠10 人工资48万，多次与班组老板沟通无果，只能求助领导，望领导重视。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,未支付工人工资,投诉/求助,城建,待回复,2023-08-28 11:27,正定荣盛宝郡府项目自2020年入场起（车库、幼儿园、物业、及主楼二次结构木工）至今拖欠20人农民工工资82万元。多次沟通无果，望领导重视。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,长安区远洋风景长安小区燃气未接入,投诉/求助,城建,待回复,2023-08-28 11:18,长安区远洋风景长安小区自2022年年底交房至今仍未开通燃气，已严重影响居民生活，给住户造成了很大的生活不便，还请协助推动解决，感谢。,,,,河北省石家庄市长安区
留言对象：河北省石家庄市市长马宇骏,物业问题,投诉/求助,城建,待回复,2023-08-27 15:37,领导好，我在石家庄明珠花苑南区有一套住房，购买后由于物业服务质量相当差，一直处于空置状态。而该小区物业公司——居*物业，一直对我进行全额催缴物业费，我多次申明，根据2009年6月18日石家庄市第十二届人民代表大会常务委员会第十三次会议修订、2009年11月28日河北省第十一届人民代表大会常务委员会第十二次会议批准）的《石家庄物业管理条例》第三十七条明确规定，连续三个月以上无人居住、使用、装修空置的物业，空置期间按百分之二十缴纳物业服务费。而该公司置国家法律法规条文于不顾，声称没来没执行过相关规定，必须全额缴纳。请领导核实这样的企业及其相关行为，是否依法依规？,,,,河北省保定市南区
留言对象：河北省石家庄市市长马宇骏,拖欠农民工工资,投诉/求助,就业,待回复,2023-08-24 17:17,领导您好，我于2022年9月份通过石家庄太*公司的工长罗*，在西斯莱公馆B区6-2-130*铺贴地砖，拖欠工费：10885元.多次讨要未果。后来称己经离职不负责我的欠款。给我找了个交接人。交接人从2023年初至今不是不回复就是找理由。恳请领导保障农民工利益。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,严重消防问题，安全隐患重大,投诉/求助,城建,待回复,2023-08-24 16:27,位置:裕华区仓丰路栗水清苑小区西门，机动车车辆以及非机动车辆全年365天阻碍消防通道，安全隐患重大，本小区物业纵容存在，望相关部门处理并处罚。,,,,河北省石家庄市裕华区
留言对象：河北省石家庄市市长马宇骏,何时能接入市自来水管道吃上平价水,投诉/求助,城建,待回复,2023-08-24 10:31,我是新华路436号宿舍居民，现在我们接的是54所提供的自来水，价格比市场价每吨多收1元加压费，近期又频繁断水。想咨询一下市自来水公司能否为我们居民直接提供供水服务，接入管道。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,鹿泉龙湾物业乱收物业费、水电费,投诉/求助,政务,待回复,2023-08-22 23:28,2012年购买润龙湾房子，迟迟没有交房，也没有按正规流程在房管局备案。鸿兑物业无备案证明、无中标价格、无前期物业服务合同。买房时承诺全款免3年物业费，直到2018年在未达到交房条件的情况下，违规收取业主水电暖费用、物业费、阳台封闭费，燃气费装修保证金等多项费用，如果不交就不给钥匙。装修时预交了水电费各200元，直到2022年12月份入住，又让交200元水费和400元电费，期间除了装修一直未入住，物业人员承认水费没有用完，电费欠费了，我们交了他要求的600元后，不仅没有给我们刷上200元的水，还说之前预交的200不算数了，说我们欠水费152元，所以今天交的200元是补之前欠的，之前预收的钱也以各种理由不退。其他业主反映物业一直以来都是随意收取水电费，按他们要求的比例交，交水费就必须交电费，原因是水电都是临水临电。通常只给刷十几吨水，则要交几百甚至上千元的电费，物业才过来给刷水卡。小区的环境也是脏乱差，到处是垃圾、到处都是挖的土和坑，有问题跟物业沟通都不搭理甚至吵架，除了收钱从不为业主服务。供热也是在小区业主多次找政府部门解决，今年才正式供热。这个开发商涉及了多项不合规的问题，希望政府能给我们老百姓们做主，给我们安装正式的水表电表，办上正规水电卡，不要让我们生活在这个无良物业的掌控下。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,群众停车难,投诉/求助,交通,待回复,2023-08-22 19:01,"胜利南大街留村段附近有润德天悦城、凯旋城、留村家园、万科等大型社区，人口稠密，附近群众停车难，路边的违停车辆也变相反映出群众的停车需求，希望相关管理部门在这附近施划更多的路边停车泊位。
建议：1、胜利南大街仓顺路至仓盛路桥下道路两侧便道很宽，平时也极少有步行人员通过，即便施划了车位也不影响行人通行，希望考虑在这施划蓝色免费车位或者潮汐车位。
2、仓顺路胜利大街交口至留村西街路段施划潮汐车位或者收费泊位，缓解停车难。
3、胜利南大街仓丰路至仓盛路路段前段时间拆出来很多违章建筑，大部分已经铺成草坪，能不能腾出一部分施划成车位呢？
请相关领导认真考虑，早日解决附近居民停车难的局面。",,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,融创中心29号地开发商逾期不交房敷衍施工,投诉/求助,城建,待回复,2023-08-21 18:24,融创中心29号地，开发商逾期不交房，施工极其缓慢，请领导协助解决此问题。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,老旧小区在平改坡后，反而开始漏雨,投诉/求助,城建,待回复,2023-08-21 17:36,我是金马腾达园41楼一单元6**的住户，2022年小区房顶进行了平改坡的改造，并重新铺设防水，让人意想不到的是，改造完后，多年不漏的顶楼反而开始漏雨，我家是2020年新装修的，房顶渗雨严重，屋顶已被破坏惨不忍睹，邻居家漏水情况更加严重，虽多次与工程施工方交涉，承办方每次派人轻微修补，但都无济于事，每逢下雨，依旧漏雨严重，眼看漏水情况越发严重，施工方也没有更多的操作，所以给领导留言，希望得到帮助。,,,,河北省石家庄市
留言对象：河北省石家庄市市长马宇骏,中介收取中介费考安全员B证书后被注销,投诉/求助,城建,待回复,2023-08-21 16:23,河北鼎*人力资源服务有限公司收取我中介费1500元帮助我考取建造师安全员B证书，考完后被无故注销，至今无答复。要求退款也不理会。,,,,河北省石家庄市
